205;247;199;225;land;false;plains;1
206;185;227;230;land;false;plains;1
207;212;160;208;land;true;hills;1
208;186;151;217;land;false;plains;1
209;103;203;239;land;true;mountain;1
210;246;242;77;land;false;plains;1
211;224;38;245;land;false;plains;1
212;252;49;249;land;false;mountain;1
213;174;187;156;land;false;mountain;1
214;62;171;120;land;true;hills;1
215;236;138;220;land;false;plains;1
216;196;136;211;land;true;hills;1
217;158;168;208;land;false;plains;1
218;206;207;129;land;false;hills;1
219;42;226;233;land;false;hills;1
220;207;191;252;land;false;hills;1
221;252;233;29;land;false;hills;1
222;235;114;219;land;false;plains;1
223;132;221;157;land;false;plains;1
224;232;73;242;land;false;plains;1
225;207;172;141;land;false;plains;1
226;252;190;66;land;false;plains;1
227;224;117;216;land;false;plains;1
228;133;231;243;land;false;forest;1
229;232;67;215;land;true;plains;1
230;252;251;18;land;true;hills;1
231;243;131;161;land;false;plains;1
232;241;72;231;land;false;desert;1
233;182;147;187;land;false;hills;1
234;194;226;237;land;true;plains;1
235;207;86;222;land;true;plains;1
236;199;248;236;land;false;plains;1
237;242;212;162;land;true;hills;1
238;162;225;174;land;false;plains;1
239;151;215;144;land;false;forest;1
240;238;108;175;land;false;plains;1
241;250;184;185;land;false;forest;1
242;124;174;250;land;true;jungle;1
243;227;155;146;land;false;plains;1
244;158;185;182;land;true;plains;1
245;227;163;154;land;false;forest;1
246;114;242;183;land;false;plains;1
247;180;207;199;land;false;plains;1
248;230;188;169;land;false;hills;1
249;159;226;147;land;false;plains;1
250;63;244;230;land;false;plains;1
251;178;222;248;land;false;hills;1
252;232;233;217;land;false;hills;1
253;115;244;144;land;true;plains;1
254;218;165;161;land;false;plains;1
255;93;188;246;land;false;mountain;1
256;246;156;229;land;true;plains;1
257;254;236;38;land;true;hills;1
258;160;131;210;land;false;hills;1
259;140;229;139;land;false;mountain;1
260;85;201;219;land;true;forest;1
261;156;252;96;land;false;plains;1
262;156;145;200;land;false;plains;1
263;172;217;185;land;false;hills;1
264;129;214;251;land;false;plains;1
265;247;209;253;land;false;plains;1
266;248;187;222;land;false;forest;1
267;215;210;80;land;false;plains;1
268;214;203;99;land;false;forest;1
269;112;191;249;land;true;plains;1
270;222;234;215;land;false;hills;1
271;179;177;203;land;false;plains;1
272;207;203;209;land;false;forest;1
273;155;212;252;land;false;plains;1
274;84;195;230;land;false;plains;1
275;83;242;221;land;true;plains;1
276;188;143;218;land;false;plains;1
277;213;182;229;land;false;hills;1
278;235;202;124;land;false;plains;1
279;156;252;185;land;false;mountain;1
280;204;216;122;land;false;desert;1
281;146;233;139;land;false;hills;1
282;202;132;177;land;false;plains;1
283;211;236;89;land;false;forest;1
284;240;172;219;land;true;plains;1
285;173;239;254;land;false;mountain;1
286;212;121;170;land;false;plains;1
287;202;205;145;land;false;mountain;1
288;202;162;188;land;true;plains;1
289;219;239;215;land;false;mountain;1
290;176;196;254;land;true;plains;1
291;240;247;194;land;true;plains;1
292;197;244;144;land;false;plains;1
293;145;235;138;land;false;forest;1
294;225;114;213;land;true;plains;1
295;180;178;154;land;true;jungle;1
296;137;158;218;land;false;plains;1
297;245;231;221;land;false;plains;1
298;150;200;224;land;false;plains;1
299;254;218;184;land;false;plains;1
300;243;146;218;land;false;plains;1
301;201;253;168;land;false;plains;1
302;220;49;254;land;false;hills;1
303;244;164;119;land;false;plains;1
304;151;209;155;land;true;plains;1
305;187;250;143;land;false;plains;1
306;228;187;97;land;false;plains;1
307;240;253;172;land;false;mountain;1
308;213;148;230;land;false;plains;1
309;97;244;190;land;false;plains;1
310;170;206;237;land;false;mountain;1
311;151;204;178;land;false;mountain;1
312;199;78;224;land;false;plains;1
313;225;218;106;land;true;plains;1
314;209;104;195;land;true;plains;1
315;248;81;195;land;true;mountain;1
316;253;102;204;land;false;forest;1
317;250;110;171;land;false;plains;1
318;236;81;190;land;false;forest;1
319;221;118;232;land;false;plains;1
320;243;81;180;land;false;plains;1
321;242;239;52;land;true;plains;1
322;181;233;171;land;false;hills;1
323;237;225;185;land;false;plains;1
324;230;175;141;land;false;plains;1
325;151;210;147;land;false;hills;1
326;244;108;247;land;false;plains;1
327;99;233;252;land;false;plains;1
328;230;63;224;land;false;mountain;1
329;201;214;201;land;false;plains;1
330;38;248;222;land;true;hills;1
331;172;215;178;land;false;plains;1
332;208;191;138;land;true;plains;1
333;216;245;85;land;false;plains;1
334;70;117;83;land;true;mountain;1
335;106;215;251;land;false;forest;1
336;202;236;203;land;false;mountain;1
337;243;250;176;land;false;plains;1
338;93;237;239;land;false;plains;1
339;135;207;217;land;true;plains;1
340;228;165;123;land;true;jungle;1
341;238;240;99;land;true;desert;1
342;214;86;206;land;false;hills;1
343;203;176;190;land;false;plains;1
344;115;179;227;land;false;hills;1
345;253;184;136;land;false;plains;1
346;248;145;183;land;true;plains;1
347;191;235;101;land;false;hills;1
348;138;215;250;land;true;mountain;1
349;139;224;138;land;false;plains;1
350;162;248;183;land;false;plains;1
351;205;191;157;land;false;hills;1
352;158;249;147;land;false;plains;1
353;213;234;122;land;false;plains;1
354;246;230;251;land;true;plains;1
355;209;162;215;land;false;plains;1
356;251;200;229;land;false;mountain;1
357;109;216;250;land;false;hills;1
358;73;250;244;land;false;plains;1
359;222;205;94;land;false;hills;1
360;135;220;148;land;true;plains;1
361;242;47;253;land;false;plains;1
362;223;130;213;land;false;plains;1
363;204;243;88;land;false;plains;1
364;195;84;246;land;false;hills;1
365;236;32;239;land;false;marsh;1
366;151;230;170;land;false;plains;1
367;235;249;197;land;false;mountain;1
368;226;31;244;land;false;plains;1
369;201;209;248;land;false;hills;1
370;241;66;236;land;false;plains;1
371;185;174;146;land;false;plains;1
372;228;239;236;land;false;hills;1
373;183;228;103;land;false;mountain;1
374;91;221;220;land;false;plains;1
375;232;214;72;land;false;plains;1
376;206;210;187;land;false;plains;1
377;235;251;47;land;false;plains;1
378;249;145;206;land;true;hills;1
379;188;116;226;land;false;plains;1
380;162;233;158;land;false;hills;1
381;248;210;220;land;false;plains;1
382;241;178;225;land;false;plains;1
383;216;146;243;land;false;hills;1
384;207;129;208;land;false;plains;1
385;50;237;231;land;false;forest;1
386;214;73;227;land;false;forest;1
387;246;137;209;land;false;plains;1
388;240;192;229;land;false;mountain;1
389;184;198;241;land;false;plains;1
390;239;236;165;land;false;plains;1
391;236;224;168;land;false;plains;1
392;246;235;244;land;false;hills;1
393;183;237;174;land;false;plains;1
394;195;241;87;land;false;forest;1
395;145;199;198;land;false;plains;1
396;177;159;223;land;false;plains;1
397;212;109;226;land;false;plains;1
398;139;184;186;land;false;hills;1
399;125;226;245;land;true;plains;1
400;186;64;252;land;false;plains;1
401;231;240;156;land;false;plains;1
402;125;244;188;land;false;desert;1
403;186;243;139;land;true;forest;1
404;222;198;248;land;false;plains;1
405;234;180;143;land;false;forest;1
406;235;232;226;land;false;desert;1
407;229;197;102;land;true;plains;1
408;140;213;210;land;false;plains;1
409;209;202;147;land;true;plains;1
410;249;118;215;land;false;plains;1
411;132;243;175;land;false;plains;1
412;247;234;122;land;false;plains;1
413;196;213;107;land;true;plains;1
414;179;226;165;land;false;plains;1
415;158;150;242;land;false;plains;1
416;161;214;154;land;false;plains;1
417;176;214;248;land;false;plains;1
418;175;165;209;land;true;plains;1
419;211;235;244;land;false;plains;1
420;239;173;243;land;false;plains;1
421;111;184;250;land;false;mountain;1
422;158;203;182;land;false;plains;1
423;154;195;196;land;false;plains;1
424;170;210;148;land;true;plains;1
425;151;202;235;land;false;plains;1
426;189;141;223;land;false;plains;1
427;123;245;177;land;false;plains;1
428;236;102;216;land;false;plains;1
429;135;254;252;land;true;plains;1
430;223;182;129;land;false;plains;1
431;202;241;120;land;false;plains;1
432;152;138;231;land;false;plains;1
433;204;250;81;land;false;mountain;1
434;147;207;223;land;false;mountain;1
435;253;89;173;land;true;plains;1
436;181;178;205;land;false;plains;1
437;251;74;228;land;true;hills;1
438;111;214;242;land;false;plains;1
439;179;215;113;land;false;plains;1
440;205;241;160;land;false;desert;1
441;230;207;130;land;false;plains;1
442;195;240;93;land;false;mountain;1
443;101;213;245;land;false;plains;1
444;229;254;95;land;false;plains;1
445;225;211;149;land;false;plains;1
446;203;127;220;land;false;hills;1
447;240;120;237;land;false;plains;1
448;146;242;167;land;false;plains;1
449;248;55;251;land;false;plains;1
450;230;193;151;land;false;plains;1
451;246;72;195;land;true;plains;1
452;164;241;176;land;false;plains;1
453;248;182;99;land;false;hills;1
454;200;252;195;land;false;marsh;1
455;236;207;197;land;false;plains;1
456;55;230;236;land;false;plains;1
457;106;188;232;land;false;plains;1
458;248;137;158;land;false;plains;1
459;157;145;248;land;false;plains;1
460;230;208;128;land;false;plains;1
461;177;153;205;land;false;plains;1
462;245;128;148;land;false;desert;1
463;136;230;207;land;false;plains;1
464;147;217;138;land;false;plains;1
465;213;176;250;land;false;plains;1
466;132;137;242;land;false;forest;1
467;131;229;205;land;false;plains;1
468;186;249;123;land;false;mountain;1
469;233;190;206;land;false;plains;1
470;220;220;244;land;false;plains;1
471;231;98;176;land;false;plains;1
472;173;238;229;land;false;plains;1
473;235;224;138;land;false;hills;1
474;235;59;242;land;false;plains;1
475;203;253;102;land;false;plains;1
476;168;244;120;land;false;hills;1
477;198;202;150;land;false;hills;1
478;242;212;86;land;false;hills;1
479;228;195;212;land;false;hills;1
480;187;197;125;land;false;hills;1
481;246;100;180;land;false;hills;1
482;243;158;203;land;false;plains;1
483;190;175;210;land;false;plains;1
484;192;248;152;land;false;plains;1
485;85;251;181;land;false;jungle;1
486;231;209;67;land;false;desert;1
487;222;136;190;land;false;plains;1
488;166;188;166;land;false;plains;1
489;220;52;238;land;true;plains;1
490;218;123;178;land;false;forest;1
491;180;131;211;land;false;plains;1
492;159;156;212;land;false;plains;1
493;164;227;213;land;true;jungle;1
494;250;222;177;land;false;plains;1
495;221;125;181;land;false;hills;1
496;187;199;181;land;false;hills;1
497;202;254;194;land;false;plains;1
498;162;222;173;land;false;plains;1
499;203;147;212;land;false;plains;1
500;234;229;146;land;false;desert;1
501;204;170;199;land;false;plains;1
502;252;122;143;land;false;marsh;1
503;212;236;159;land;false;hills;1
504;253;180;117;land;false;plains;1
505;180;204;168;land;true;plains;1
506;219;177;180;land;false;plains;1
507;176;131;250;land;true;jungle;1
508;197;252;79;land;true;plains;1
509;243;242;22;land;false;plains;1
510;201;249;55;land;true;plains;1
511;238;139;228;land;true;plains;1
512;224;184;213;land;false;plains;1
513;109;220;228;land;false;plains;1
514;246;225;181;land;false;plains;1
515;237;224;85;land;false;plains;1
516;237;215;234;land;true;plains;1
517;232;192;237;land;false;plains;1
518;236;96;208;land;false;hills;1
519;227;254;188;land;false;plains;1
520;189;178;164;land;false;forest;1
521;215;136;196;land;true;mountain;1
522;251;141;237;land;true;plains;1
523;221;212;229;land;false;mountain;1
524;225;191;205;land;false;hills;1
525;230;118;238;land;false;plains;1
526;161;230;248;land;true;plains;1
527;137;209;228;land;false;plains;1
528;109;176;230;land;false;plains;1
529;209;148;220;land;false;plains;1
530;237;171;192;land;false;plains;1
531;226;169;177;land;false;plains;1
532;104;185;251;land;false;plains;1
533;86;211;252;land;false;mountain;1
534;114;146;251;land;false;plains;1
535;240;92;185;land;false;plains;1
536;215;146;218;land;false;plains;1
537;207;183;190;land;false;plains;1
538;213;197;138;land;false;plains;1
539;221;240;207;land;true;plains;1
540;146;231;128;land;false;plains;1
541;110;235;243;land;false;plains;1
542;88;247;226;land;false;plains;1
543;251;166;147;land;false;plains;1
544;195;132;197;land;false;plains;1
545;46;242;241;land;false;plains;1
546;245;186;186;land;false;plains;1
547;162;247;246;land;false;plains;1
548;199;243;249;land;false;plains;1
549;204;201;113;land;false;plains;1
550;146;237;123;land;false;plains;1
551;166;165;186;land;false;hills;1
552;244;111;166;land;false;plains;1
553;186;170;238;land;true;plains;1
554;210;236;137;land;false;plains;1
555;239;69;254;land;true;plains;1
556;198;170;227;land;false;plains;1
557;251;188;191;land;false;desert;1
558;104;230;214;land;false;hills;1
559;175;246;230;land;false;plains;1
560;197;187;131;land;false;plains;1
561;155;171;200;land;false;plains;1
562;253;201;135;land;false;plains;1
563;206;158;219;land;false;plains;1
564;197;225;88;land;false;plains;1
565;73;249;233;land;true;plains;1
566;177;155;228;land;false;plains;1
567;226;247;58;land;true;mountain;1
568;113;240;189;land;false;plains;1
569;227;136;249;land;false;mountain;1
570;180;184;158;land;false;plains;1
571;213;180;179;land;false;plains;1
572;91;224;223;land;true;plains;1
573;152;185;193;land;false;plains;1
574;237;150;124;land;false;plains;1
575;240;253;183;land;false;plains;1
576;204;201;149;land;false;desert;1
577;183;241;99;land;false;mountain;1
578;216;209;217;land;false;mountain;1
579;220;60;246;land;false;plains;1
580;231;254;90;land;false;hills;1
581;242;182;244;land;false;desert;1
582;180;176;202;land;false;plains;1
583;252;237;42;land;false;plains;1
584;225;162;168;land;false;plains;1
585;250;104;247;land;false;mountain;1
586;127;208;176;land;false;mountain;1
587;162;204;202;land;false;plains;1
588;250;252;101;land;false;plains;1
589;204;215;153;land;true;plains;1
590;252;253;227;land;false;plains;1
591;232;236;108;land;false;plains;1
592;146;219;164;land;true;plains;1
593;177;159;192;land;false;plains;1
594;180;210;140;land;false;plains;1
595;212;226;157;land;false;plains;1
596;251;57;216;land;false;forest;1
597;181;234;121;land;false;hills;1
598;207;254;120;land;false;plains;1
599;218;206;130;land;false;plains;1
600;213;150;199;land;false;hills;1
601;154;222;141;land;false;hills;1
602;149;151;250;land;false;plains;1
603;248;111;185;land;false;forest;1
604;59;238;239;land;false;hills;1
605;226;209;174;land;false;hills;1
606;202;144;215;land;true;jungle;1
607;188;245;118;land;false;forest;1
608;183;197;185;land;true;plains;1
609;247;144;243;land;false;plains;1
610;84;224;202;land;false;plains;1
611;143;229;213;land;false;plains;1
612;111;216;234;land;false;plains;1
613;215;207;80;land;false;hills;1
614;241;83;247;land;false;plains;1
615;211;111;200;land;false;plains;1
616;237;181;153;land;false;plains;1
617;219;167;226;land;false;forest;1
618;251;139;191;land;false;plains;1
619;70;251;222;land;false;plains;1
620;199;174;131;land;true;plains;1
621;50;225;231;land;true;plains;1
622;131;183;199;land;true;hills;1
623;231;60;247;land;true;plains;1
624;237;241;27;land;false;plains;1
625;232;244;113;land;false;plains;1
626;245;252;125;land;false;mountain;1
627;162;176;221;land;false;hills;1
628;150;216;173;land;false;forest;1
629;156;159;248;land;true;plains;1
630;231;226;236;land;false;marsh;1
631;156;169;226;land;false;hills;1
632;133;249;186;land;false;plains;1
633;242;240;53;land;false;plains;1
634;251;217;146;land;false;mountain;1
635;217;147;204;land;true;plains;1
636;220;198;101;land;true;plains;1
637;96;248;181;land;false;plains;1
638;227;214;98;land;false;hills;1
639;233;225;254;land;false;plains;1
640;201;170;137;land;false;plains;1
641;111;242;191;land;false;plains;1
642;80;243;246;land;true;jungle;1
643;123;200;184;land;false;forest;1
644;47;230;251;land;false;plains;1
645;162;189;210;land;false;plains;1
646;251;162;248;land;false;plains;1
647;129;184;234;land;false;hills;1
648;205;116;210;land;false;plains;1
649;141;217;153;land;false;hills;1
650;234;135;239;land;false;plains;1
651;244;247;193;land;false;plains;1
652;139;247;197;land;true;hills;1
653;223;241;69;land;false;plains;1
654;237;95;243;land;true;mountain;1
655;154;248;167;land;false;plains;1
656;155;208;234;land;true;hills;1
657;248;93;197;land;true;plains;1
658;91;231;234;land;false;plains;1
659;203;168;242;land;false;plains;1
660;225;235;142;land;false;plains;1
661;251;222;224;land;false;plains;1
662;225;166;254;land;false;hills;1
663;128;241;234;land;false;plains;1
664;158;196;150;land;false;forest;1
665;194;160;167;land;false;plains;1
666;40;241;226;land;false;plains;1
667;110;235;206;land;false;hills;1
668;240;172;247;land;true;jungle;1
669;66;240;218;land;false;plains;1
670;180;254;140;land;false;hills;1
671;249;126;134;land;false;plains;1
672;150;188;184;land;false;hills;1
673;129;236;171;land;true;hills;1
674;209;149;209;land;false;mountain;1
675;221;241;119;land;false;plains;1
676;199;227;181;land;false;plains;1
677;241;78;201;land;false;plains;1
678;213;183;185;land;false;forest;1
679;232;205;86;land;false;plains;1
680;207;194;147;land;false;hills;1
681;99;180;233;land;false;plains;1
682;213;127;212;land;false;desert;1
683;194;174;170;land;false;plains;1
684;244;129;162;land;true;plains;1
685;153;251;192;land;false;plains;1
686;137;204;171;land;false;plains;1
687;194;218;157;land;false;marsh;1
688;254;224;159;land;false;plains;1
689;237;189;196;land;false;desert;1
690;221;141;243;land;false;plains;1
691;87;198;249;land;false;plains;1
692;167;205;133;land;false;forest;1
693;241;164;202;land;true;plains;1
694;157;217;159;land;false;hills;1
695;152;243;133;land;true;plains;1
696;165;174;174;land;false;plains;1
697;225;154;164;land;false;plains;1
698;129;226;253;land;false;plains;1
699;235;241;92;land;false;mountain;1
700;163;203;167;land;false;hills;1
701;117;226;167;land;true;marsh;1
702;190;88;232;land;true;forest;1
703;69;215;231;land;false;plains;1
704;202;193;229;land;true;plains;1
705;250;182;250;land;false;plains;1
706;128;219;229;land;false;plains;1
707;249;185;196;land;false;plains;1
708;249;217;104;land;false;hills;1
709;174;177;161;land;false;mountain;1
710;202;140;199;land;false;plains;1
711;206;237;159;land;false;hills;1
712;186;85;250;land;false;plains;1
713;197;188;241;land;false;mountain;1
714;149;229;248;land;false;plains;1
715;151;212;157;land;false;hills;1
716;115;137;249;land;false;plains;1
717;248;215;195;land;false;plains;1
718;216;215;72;land;true;plains;1
719;236;205;172;land;false;plains;1
720;234;240;65;land;true;hills;1
721;133;221;212;land;true;hills;1
722;86;253;168;land;false;plains;1
723;222;167;226;land;false;desert;1
724;235;153;198;land;false;plains;1
725;228;212;214;land;false;plains;1
726;165;195;219;land;false;forest;1
727;246;217;232;land;false;forest;1
728;127;251;233;land;false;plains;1
729;161;125;229;land;false;plains;1
730;217;229;85;land;false;plains;1
731;208;124;202;land;false;mountain;1
732;103;196;223;land;false;plains;1
733;227;225;52;land;false;hills;1
734;233;188;163;land;false;forest;1
735;72;241;193;land;true;plains;1
736;212;156;227;land;false;plains;1
737;170;157;199;land;false;plains;1
738;250;47;245;land;true;plains;1
739;232;134;141;land;false;plains;1
740;105;175;250;land;true;plains;1
741;170;243;198;land;true;plains;1
742;158;175;172;land;false;plains;1
743;167;119;229;land;false;hills;1
744;164;129;250;land;true;plains;1
745;175;253;162;land;false;plains;1
746;225;182;121;land;false;marsh;1
747;177;186;156;land;false;plains;1
748;232;213;233;land;false;hills;1
749;149;218;154;land;false;hills;1
750;215;214;100;land;false;plains;1
751;241;160;138;land;true;plains;1
752;242;182;123;land;false;plains;1
753;70;240;235;land;false;desert;1
754;188;116;198;land;false;plains;1
755;44;239;254;land;false;plains;1
756;253;158;108;land;false;plains;1
757;245;233;234;land;false;plains;1
758;237;238;114;land;false;plains;1
759;201;192;204;land;false;plains;1
760;247;238;229;land;false;mountain;1
761;171;226;251;land;false;plains;1
762;242;181;79;land;false;mountain;1
763;246;175;162;land;true;plains;1
764;248;88;166;land;false;mountain;1
765;242;104;192;land;false;plains;1
766;172;95;241;land;false;plains;1
767;200;230;112;land;false;hills;1
768;228;174;139;land;false;plains;1
769;211;63;241;land;false;plains;1
770;201;70;245;land;true;plains;1
771;234;205;228;land;false;plains;1
772;135;246;132;land;false;hills;1
773;247;208;64;land;false;plains;1
774;143;175;197;land;false;plains;1
775;249;201;170;land;false;plains;1
776;118;204;214;land;false;mountain;1
777;174;254;147;land;false;plains;1
778;237;228;229;land;false;plains;1
779;217;81;254;land;false;plains;1
780;170;207;207;land;false;plains;1
781;158;160;218;land;false;mountain;1
782;206;243;184;land;false;hills;1
783;127;219;231;land;false;mountain;1
784;156;217;230;land;false;forest;1
785;175;88;246;land;false;mountain;1
786;240;72;207;land;false;mountain;1
787;226;184;247;land;false;plains;1
788;253;107;150;land;false;forest;1
789;187;136;206;land;true;plains;1
790;142;248;167;land;false;mountain;1
791;152;237;226;land;true;plains;1
792;251;226;217;land;false;plains;1
793;117;242;240;land;false;plains;1
794;160;249;170;land;true;forest;1
795;183;149;250;land;true;plains;1
796;242;229;218;land;false;forest;1
797;164;226;165;land;true;plains;1
798;168;150;240;land;false;plains;1
799;159;196;194;land;false;plains;1
800;177;229;104;land;false;plains;1
801;104;253;211;land;false;marsh;1
802;168;179;245;land;false;plains;1
803;192;210;216;land;false;plains;1
804;178;252;105;land;false;plains;1
805;201;229;73;land;true;jungle;1
806;152;163;209;land;false;mountain;1
807;159;243;113;land;false;hills;1
808;119;233;227;land;false;plains;1
809;195;186;146;land;false;hills;1
810;243;238;248;land;false;plains;1
811;173;240;149;land;false;hills;1
812;118;232;217;land;false;plains;1
813;165;214;158;land;false;plains;1
814;237;143;240;land;false;plains;1
815;129;203;170;land;false;plains;1
816;235;36;254;land;false;plains;1
